,Unnamed: 0,author,year,title,blob,vader,afinn,blob_zscore,vader_zscore,afinn_zscore,blob_zscore_outliers,vader_zscore_outliers,afinn_zscore_outliers,co2,co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,coal_co2,cumulative_coal_co2,coal_co2_per_capita,gdp
92,92,busato etal,2013,Multisource.txt,0.0344277715906346,0.056437897648686,0.0176495016611295,0.7241830776450452,0.0307018100362279,0.0412145327865801,0.7241830776450452,0.0307018100362279,0.0412145327865801,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
93,93,buyadgie etal,2015,Solar low.txt,0.0222237863515235,0.0291173722627737,0.0076765609007164,-0.1275555488871283,-0.7805333156529318,-0.6400523919814842,-0.1275555488871283,-0.7805333156529318,-0.6400523919814842,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
94,94,buyagbie etal,2012,Conceptual design.txt,0.010735345001474,0.0130760752688172,0.0116561437591063,-0.929355048375817,-1.2568515196146932,-0.3682009651128181,-0.929355048375817,-1.2568515196146932,-0.3682009651128181,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
95,95,bwapwa etal,2019,Jet fuel.txt,0.0236188376892856,0.0340547687861271,0.0193347533999672,-0.0301923444021391,-0.6339259780332385,0.1563366714976908,-0.0301923444021391,-0.6339259780332385,0.1563366714976908,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
96,96,cai and yan,2018,The plannin.txt,0.0316780752065562,0.0524611814345991,0.0205328770471767,0.5322766982395875,-0.0873798092663192,0.238182340918122,0.5322766982395875,-0.0873798092663192,0.238182340918122,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
97,97,Chamchine etal,2013,integrated assesment.txt,0.0349600569928156,0.0842340229885058,0.0287268770402611,0.7613322570724174,0.8560590429299909,0.7979270853165576,0.7613322570724174,0.8560590429299909,0.7979270853165576,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
98,98,Chandiwala,2009,Sustainable Homes in the UK.txt,0.027390700862923,0.0693879392212724,0.0284610983981693,0.2330529394978601,0.4152306012810011,0.7797713374266619,0.2330529394978601,0.4152306012810011,0.7797713374266619,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
99,99,chen and li,2020,A state of art meth.txt,0.0239734779488878,0.0687646630236794,0.020857340401014,-0.0054413469444797,0.3967235068034492,0.2603469317423367,-0.0054413469444797,0.3967235068034492,0.2603469317423367,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
100,100,Chen etal,2008,constructional entransy.txt,0.003972769268174,0.0609001094091902,0.0053511705685618,-1.4013276748619057,0.1631993688222289,-0.7989033827304493,-1.4013276748619057,0.1631993688222289,-0.7989033827304493,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
101,101,chen etal,2009,Research on ground coupled heat.txt,0.0227864028244738,0.0385978003384094,0.0081374321880651,-0.0882895081187954,-0.4990286171564975,-0.6085695653821123,-0.0882895081187954,-0.4990286171564975,-0.6085695653821123,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
102,102,chen etal,2010,An experimentaL.txt,0.0106627779201792,0.0305127192982456,0.0117618230825778,-0.9344196387487554,-0.739100930597675,-0.3609818479594566,-0.9344196387487554,-0.739100930597675,-0.3609818479594566,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
103,103,chen etal,2010,Development of photovoltaic thermal.txt,0.0237422483060067,0.0920269415148607,0.0239009816474605,-0.0215792899673792,1.087456102500185,0.4682627473355231,-0.0215792899673792,1.087456102500185,0.4682627473355231,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
104,104,chen etal,2012,Constructal.txt,0.0239385562837575,0.0660941176470588,0.0146198830409356,-0.0078785943281444,0.3174263416259985,-0.165743375636218,-0.0078785943281444,0.3174263416259985,-0.165743375636218,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
105,105,chen etal,2012,Internal.txt,0.0156614628894421,0.0765027202072538,0.0131274131274131,-0.5855522002219999,0.6264915549370985,-0.2676962913028148,-0.5855522002219999,0.6264915549370985,-0.2676962913028148,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
106,106,chen etal,2012,lessons learnt from an operating analysis.txt,0.0216505503043964,0.072938856015779,0.0105288346494376,-0.1675627493132696,0.5206688529768758,-0.4452091845394826,-0.1675627493132696,0.5206688529768758,-0.4452091845394826,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
107,107,chen etal,2012,Optimal expansion.txt,0.0326717434925589,0.1324875536480685,0.0073788361562971,0.6016266396371063,2.2888630778678043,-0.6603904272642188,0.6016266396371063,2.2888630778678043,-0.6603904272642188,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
108,108,chen etal,2012,Thermodynamic.txt,0.0095962672721734,0.0297509594882729,-0.02242407039455,-1.0088533828672912,-0.7617200532704327,-2.696272819711591,-1.0088533828672912,-0.7617200532704327,,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
109,109,chen etal,2016,Modeling.txt,0.0074943684165996,0.0196120521172638,0.0085086268021744,-1.1555487786154388,-1.0627771405441822,-0.5832126902817878,-1.1555487786154388,-1.0627771405441822,-0.5832126902817878,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
110,110,chen etal,2016,Theoretical.txt,0.0240699723385807,0.0428816612729234,0.0150364746166443,0.0012931743889065,-0.3718268736117957,-0.1372853642546716,0.0012931743889065,-0.3718268736117957,-0.1372853642546716,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
111,111,chen etal,2018,Performance.txt,0.0068541315937149,0.0520847222222222,0.0132657983598649,-1.200232086690212,-0.0985581058823471,-0.2582429831953426,-1.200232086690212,-0.0985581058823471,-0.2582429831953426,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
112,112,chen,2018,Study on energy.txt,0.0390582512791331,0.0890687188019967,0.048311444652908,1.0473527908816114,0.9996168629398696,2.135779025973984,1.0473527908816114,0.9996168629398696,2.135779025973984,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
113,113,chien,2014,Assessment.txt,0.0245606615222266,0.057487811634349,0.0181366933944253,0.0355392770466926,0.0618771660036271,0.0744953495374752,0.0355392770466926,0.0618771660036271,0.0744953495374752,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
114,114,cho etal,2014,Energy.txt,0.0165343272939266,0.0849797996661102,0.0307295331925873,-0.5246333844042109,0.8782035744954205,0.9347316077778562,-0.5246333844042109,0.8782035744954205,0.9347316077778562,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
115,115,chong,2013,Comparing.txt,0.0044509840934259,0.0440413953488371,0.0150580103678104,-1.367952180671532,-0.3373906025097397,-0.1358142239639637,-1.367952180671532,-0.3373906025097397,-0.1358142239639637,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
116,116,chow,2012,The potential.txt,0.0276668697237559,0.0544069461077844,0.0136765888978278,0.2523272733820823,-0.0296037369940444,-0.2301812496259741,0.2523272733820823,-0.0296037369940444,-0.2301812496259741,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
117,117,Christian etal,2009,predictingdomestic.txt,0.0146037107479415,0.0239976923076922,-0.0032225579053373,-0.6593746720262059,-0.9325532403499276,-1.3845879637915504,-0.6593746720262059,-0.9325532403499276,-1.3845879637915504,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
118,118,chu etal,2020,Effects of stripper.txt,0.0202068754076093,0.0529303380782918,0.0209279911882142,-0.268319481614754,-0.0734490248674879,0.2651731956984373,-0.268319481614754,-0.0734490248674879,0.2651731956984373,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
119,119,Chun etal,2008,novel thermodiode designs.txt,0.034230317423412,0.0522232736572889,0.0170223577235772,0.7104023873297,-0.0944440638112976,-0.0016266343262501,0.7104023873297,-0.0944440638112976,-0.0016266343262501,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
120,120,chung and ju,2010,A hybrid design of VAWT.txt,0.0238321140884432,0.0263146835443037,0.0184221065278334,-0.0153073913535237,-0.863754245802684,0.0939923597330179,-0.0153073913535237,-0.863754245802684,0.0939923597330179,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
121,121,Ciampi etal,2013,energy performance.txt,0.0199184355958276,0.0618994919559695,0.0101405009163103,-0.2884502277858373,0.192874282261708,-0.4717368592251195,-0.2884502277858373,0.192874282261708,-0.4717368592251195,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
122,122,ciampi etal,2014,energy and economic analyses.txt,0.0296624590185694,0.1172378449408672,0.0141740627897734,0.3916031289148728,1.836049700926356,-0.1961980428006113,0.3916031289148728,1.836049700926356,-0.1961980428006113,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
123,123,colombo,2012,Carbon dioxide refrigeration with heat.txt,0.0132687073027981,0.0276580808080807,0.0084638171815488,-0.7525470233936935,-0.8238644181827303,-0.5862737043975808,-0.7525470233936935,-0.8238644181827303,-0.5862737043975808,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
124,124,Comarazamy etal,2013,impacts of urb.txt,0.0164961790947706,0.0444898591549295,0.0215290519877675,-0.5272958175452862,-0.3240742556619598,0.3062325835307362,-0.5272958175452862,-0.3240742556619598,0.3062325835307362,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
125,125,Cooke etal,2013,biomass energy crop feasibility.txt,0.0243745878751747,0.0712217527386541,0.0363386368100569,0.0225528542127902,0.4696824801614389,1.3178981043991245,0.0225528542127902,0.4696824801614389,1.3178981043991245,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
126,126,corberan etal,2018,Dual source.txt,0.0504652973078368,0.0640890845070421,0.0197730398899587,1.8434715608503216,0.2578903960913986,0.1862766958472923,1.8434715608503216,0.2578903960913986,0.1862766958472923,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
127,127,coskun etal,2009,Energy and exergy.txt,0.0030483647863326,0.0577898395721924,0.0,-1.4658435676868558,0.0708453563534505,-1.164450076001143,-1.4658435676868558,0.0708453563534505,-1.164450076001143,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
128,128,cruikshank,2011,economic.txt,0.0172372753061702,0.0234851296043656,0.0208919244676576,-0.475573346822953,-0.9477728916261506,0.2627094225356047,-0.475573346822953,-0.9477728916261506,0.2627094225356047,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
129,129,cuce and cuce,2013,Optimization.txt,0.0243217041446207,0.072141111111111,0.0229610141114565,0.0188620011721328,0.4969812159763094,0.4040521189943708,0.0188620011721328,0.4969812159763094,0.4040521189943708,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
130,130,cuce and cuce,2013,Theoretical investigation of hot box solar coo.txt,0.0276376197626197,0.0904781981981981,0.017286432160804,0.2502858646753266,1.0414688836818793,0.0164126967077283,0.2502858646753266,1.0414688836818793,0.0164126967077283,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
131,131,cuce and riffat,2016,A comprehensive assessment of sectoral energy.txt,0.0410343158120354,0.1494569037656904,0.0314371257485029,1.185265977288888,2.792738193045157,0.9830683437655908,1.185265977288888,,0.9830683437655908,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
132,132,Cuimin etal,2020,energy conservation.txt,0.0171361063625307,0.0474045186640471,0.0168662918601808,-0.4826341138932943,-0.2375285490980828,-0.0122877335317468,-0.4826341138932943,-0.2375285490980828,-0.0122877335317468,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
133,133,d'alessandro etal,2016,Innovative concretes for low carbon constructions.txt,0.0754078273573419,0.0829677521008402,0.0366591279650765,3.5842567117958395,0.8184593478947856,1.339791348211644,,0.8184593478947856,1.339791348211644,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
134,134,dakwale and ralegaonkar,2011,Review of carbon emission through buildings.txt,0.041050756681533,0.1355900184842884,0.0328033809619641,1.1864134158780442,2.380985334515725,1.0763993391142967,1.1864134158780442,2.380985334515725,1.0763993391142967,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
135,135,Daniel C. Staley,2013,urban forests and solar power.txt,0.0549109098732591,0.0753805722891566,0.0295345600742229,2.153739056785344,0.5931713389265828,0.853101155829308,2.153739056785344,0.5931713389265828,0.853101155829308,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
136,136,darkwa and fraser,2012,Performance of an integrated solar absorption cooling system.txt,0.013466536515987,0.0554630036630036,-0.0011748120300751,-0.7387401579290068,0.0017540415055234,-1.2447032929947528,-0.7387401579290068,0.0017540415055234,-1.2447032929947528,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
137,137,Davies etal,2013,seawater.txt,0.0302519799322124,0.0428107558139534,0.0305921052631578,0.4327468801945078,-0.373932286963371,0.9253436945124626,0.4327468801945078,-0.373932286963371,0.9253436945124626,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
138,138,dayma etal,2013,Energetic and exergetic analyses of a transcritical N2O heat pump system.txt,0.0576110015839315,0.0233288747346072,0.0029761904761904,2.342183434593069,-0.9524126061674146,-0.9611419262839974,2.342183434593069,-0.9524126061674146,-0.9611419262839974,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
139,139,dien etal,2011,Biochemical processing of reed canarygrass into fuel ethanol.txt,0.0371892305971253,0.0564641536273115,0.0250219490781387,0.9169103921517444,0.031481435311346,0.5448377569149104,0.9169103921517444,0.031481435311346,0.5448377569149104,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
140,140,ding and riffat,2012,Thermochemical energy storage technologies for building applications.txt,0.0172584584085367,0.0825380877742947,0.0129010354778475,-0.4740949390600905,0.8057012186485215,-0.2831604967824999,-0.4740949390600905,0.8057012186485215,-0.2831604967824999,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
141,141,ding,2019,Comparison.txt,0.0438723262334373,-0.0459061728395061,-0.0240663900414937,1.3833359561562897,-3.008226018520112,-2.8084622011827736,1.3833359561562897,,,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
142,142,Du etal,2017,impact of blades wrap energy.txt,0.0395432915401795,0.0586539419087136,0.008252770572978,1.0812046448180173,0.0965033610101811,-0.6006906228830976,1.0812046448180173,0.0965033610101811,-0.6006906228830976,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
143,143,du,2011,electroca.txt,0.0362875179115088,0.0471868819374369,0.0360890118759368,0.8539782016151398,-0.2439908903148915,1.3008458411501025,0.8539782016151398,-0.2439908903148915,1.3008458411501025,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
144,144,durakovic and torlak,2016,Experimental.txt,0.0190139507367301,0.0537230659025788,0.0179171332586786,-0.3515758934198768,-0.04991036127706,0.0594968589141693,-0.3515758934198768,-0.04991036127706,0.0594968589141693,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
145,145,ebhota,2018,The place.txt,0.0097765322886095,0.0491367149758453,0.0127440904419321,-0.9962723550716288,-0.1860940150665916,-0.2938816536152078,-0.9962723550716288,-0.1860940150665916,-0.2938816536152078,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
146,146,eboka etal,2018,Detailed.txt,0.0227941176470588,0.0652794117647058,0.0390243902439024,-0.0877510764291713,0.2932350781149727,1.5013660529729396,-0.0877510764291713,0.2932350781149727,1.5013660529729396,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
147,147,eicker,2012,Large scal.txt,0.0337859605748552,0.0777561983471075,0.0163934426229508,0.6793899037463019,0.6637113917436495,-0.0445887923132597,0.6793899037463019,0.6637113917436495,-0.0445887923132597,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
148,148,elbaiuomy,2017,The impact.txt,0.0243224168318294,0.0555810240963855,0.0331360946745562,0.0189117409261884,0.0052584514594326,1.0991275246366137,0.0189117409261884,0.0052584514594326,1.0991275246366137,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
149,149,elmer etal,2016,Experimental.txt,0.0262308640551026,0.0608005640157925,0.0419484554925973,0.1521057906494247,0.1602435428055566,1.7011134482153658,0.1521057906494247,0.1602435428055566,1.7011134482153658,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
150,150,eloka and onunka,2020,Sustainable.txt,0.0073907570847551,0.0047900756143667,-0.0015612802498048,-1.162780004460876,-1.5028897592235324,-1.2711035315904649,-1.162780004460876,-1.5028897592235324,-1.2711035315904649,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
151,151,elsayed,2013,Thermodynamic.txt,0.0192583234946871,0.0234145454545454,0.0004509582863585,-0.3345206681679533,-0.9498687642655744,-1.133644421748624,-0.3345206681679533,-0.9498687642655744,-1.133644421748624,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
152,152,elsayed,2014,Numerical investigation.txt,0.0045487928323749,0.0174364179104477,0.0043103448275862,-1.361125928480711,-1.127378785801348,-0.8700037902038977,-1.361125928480711,-1.127378785801348,-0.8700037902038977,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
153,153,Embaye etal,2014,effect of flow pulsation.txt,0.0108468025114514,0.0488556900726392,0.0145170295924064,-0.9215762232949254,-0.1944385571079313,-0.1727694529252174,-0.9215762232949254,-0.1944385571079313,-0.1727694529252174,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
154,154,enayatizade,2019,Techno econom.txt,0.0223850000944439,0.0480276268580215,0.0174618789965568,-0.1163041445890412,-0.2190264431935817,0.0283977399487394,-0.1163041445890412,-0.2190264431935817,0.0283977399487394,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
155,155,Ernest,2008,sun spot related climate variations.txt,0.0207925111376749,0.0517695787831512,0.0071556350626118,-0.2274468844588996,-0.1079157380579221,-0.6756376373252154,-0.2274468844588996,-0.1079157380579221,-0.6756376373252154,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
156,156,esfahankalteh,2020,Achieving.txt,0.0108748018713569,0.0433835958005248,0.0431484705297189,-0.919622096353398,-0.3569228073892468,1.78308832139023,-0.919622096353398,-0.3569228073892468,1.78308832139023,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
157,157,fadeyibi etal,2020,Ecological.txt,0.0259461784884915,0.0299710860366713,0.0038535645472061,0.1322370601693404,-0.7551837811587115,-0.9012071538240296,0.1322370601693404,-0.7551837811587115,-0.9012071538240296,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
158,158,Fan etal,2017,intermittent supply.txt,0.0039326404326404,0.0348427284427284,0.0229885057471264,-1.4041283402668612,-0.6105288968266473,0.4059301149174976,-1.4041283402668612,-0.6105288968266473,0.4059301149174976,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
159,159,Fan etal,2018,cooling load prediction.txt,0.0135132297782126,0.0815232876712329,0.0300925925925925,-0.7354813490844277,0.7755685078924826,0.8912212155833275,-0.7354813490844277,0.7755685078924826,0.8912212155833275,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
160,160,fang etal,2012,Characterization.txt,0.0383126721763085,0.0598445887445887,0.0144387517466231,0.9953174509030156,0.1318575323487218,-0.1781167329858718,0.9953174509030156,0.1318575323487218,-0.1781167329858718,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
161,161,fang etal,2017,Experimental.txt,0.0064014527379579,0.0322888408304498,0.0064199395770392,-1.2318253784968078,-0.6863621141194278,-0.7258941276686901,-1.2318253784968078,-0.6863621141194278,-0.7258941276686901,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
162,162,farikhah,2020, The effect.txt,0.0066347930524759,0.0271865853658536,0.0017199017199017,-1.2155401278095763,-0.8378646491056039,-1.0469609437813086,-1.2155401278095763,-0.8378646491056039,-1.0469609437813086,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
163,163,fazeli,2013,Analysing.txt,0.0250207895509909,0.1108123042505592,0.0082770638205184,0.0676524603691929,1.6452545300468573,-0.5990311137731941,0.0676524603691929,1.6452545300468573,-0.5990311137731941,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
164,164,feng etal,2010,Heating.txt,-0.0008388728728168,0.0476473060344827,-0.006764637275484,-1.7371410496108284,-0.2303194035860926,-1.6265528543645356,-1.7371410496108284,-0.2303194035860926,-1.6265528543645356,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
165,165,feng etal,2010,steady,0.0106910201101251,0.0569948364888123,0.0154940309880619,-0.9324485642510858,0.0472391329313454,-0.1060289846618965,-0.9324485642510858,0.0472391329313454,-0.1060289846618965,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
166,166,feng etal,2013,Constructal.txt,0.0060564926728267,0.0384696428571428,0.0068132548776711,-1.255900777337975,-0.5028340289834958,-0.6990261544436517,-1.255900777337975,-0.5028340289834958,-0.6990261544436517,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
167,167,ferron etal,2011,custom.txt,0.0552653944272855,0.1166232091690544,0.0468995908089392,2.1784791872638394,1.8177991687511308,2.0393331180307013,2.1784791872638394,1.8177991687511308,2.0393331180307013,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
168,168,fhazali etal,2017,Feasibility.txt,0.0080433785162872,0.0266342205323193,-0.0170086892216675,-1.1172323517189533,-0.8542661548903167,-2.3263398012842638,-1.1172323517189533,-0.8542661548903167,-2.3263398012842638,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
169,169,filippeschi etal,2012,Feasibility.txt,0.0225699486997082,0.0483360721442885,0.009723102938068,-0.1033962404953881,-0.2098677009278826,-0.5002499572042289,-0.1033962404953881,-0.2098677009278826,-0.5002499572042289,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
170,170,fritschi etal,2016,Efficiency.txt,0.0263582920976318,0.0457323246217332,0.0083320232667819,0.1609992286370163,-0.287181420883364,-0.5952767494545423,0.1609992286370163,-0.287181420883364,-0.5952767494545423,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
171,171,fu etal,2009,co2 emission.txt,0.010592880717732,0.0154760998810939,0.0227738556137554,-0.9392978933552903,-1.1855869944821955,0.3912670341095578,-0.9392978933552903,-1.1855869944821955,0.3912670341095578,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
172,172,gago etal,2010,irradiation and temperatur.txt,0.004126095848083,0.0081510650714911,0.0131623354708066,-1.3906267302094997,-1.4030910669884202,-0.2653106923043917,-1.3906267302094997,-1.4030910669884202,-0.2653106923043917,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
173,173,gan,2015,Impacts of dynam.txt,0.0110965445780961,0.0237274361400189,0.0042832406816731,-0.904146264091962,-0.9405780236604214,-0.8718553161056575,-0.904146264091962,-0.9405780236604214,-0.8718553161056575,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
174,174,gao etal,2010,concentrating PV modules.txt,0.0112817524086463,0.0787222222222222,0.0075682790391576,-0.8912202681877479,0.6923957778847536,-0.6474492925150948,-0.8912202681877479,0.6923957778847536,-0.6474492925150948,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
175,175,Gao etal,2013,A comparativ.txt,0.0208493172123928,0.032672697368421,0.0149764655541292,-0.2234822837886296,-0.6749641668827229,-0.1413846756273174,-0.2234822837886296,-0.6749641668827229,-0.1413846756273174,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
176,176,gao etal,2018,Comparis.txt,0.0202520301049712,0.0349750257997935,0.0040303079155247,-0.2651680520481874,-0.6066005586424027,-0.8891335424489871,-0.2651680520481874,-0.6066005586424027,-0.8891335424489871,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
177,177,Ge etal,2009,water absorption.txt,0.0168012174912859,0.0339823287671232,0.0200524737631184,-0.506006625547993,-0.636076957455905,0.2053652535773452,-0.506006625547993,-0.636076957455905,0.2053652535773452,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
178,178,Gennaro,2014,climatechangeAndRespiratory.txt,0.0273239603528979,0.0087579087452471,-0.0137158726511692,0.2283949962744713,-1.3850719075103604,-2.1014024359974592,0.2283949962744713,-1.3850719075103604,-2.1014024359974592,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
179,179,georges,2013,Design.txt,0.0237994774439144,0.0298572386058981,0.0076455596941776,-0.0175851629372241,-0.7585642811127974,-0.6421701320894639,-0.0175851629372241,-0.7585642811127974,-0.6421701320894639,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
180,180,ghabra,2017,The impac.txt,0.0185158382066276,0.0835184210526316,0.0272536687631027,-0.3863400851109839,0.8348104974429547,0.6972899616602642,-0.3863400851109839,0.8348104974429547,0.6972899616602642,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
181,181,ghalamchi,2016,Evolving.txt,0.0186105946522613,0.0724874643874644,0.022020725388601,-0.3797268580972038,0.5072655695788308,0.3398195498853009,-0.3797268580972038,0.5072655695788308,0.3398195498853009,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
182,182,gharghani,2020,An experimental.txt,0.0437981764849392,0.0872896461336828,0.006318207926479,1.3781609085217634,0.9467904176463272,-0.7328435732127628,1.3781609085217634,0.9467904176463272,-0.7328435732127628,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
183,183,ghazali,2017,Feasibilit.txt,0.014451679437829,0.0455117266851339,0.0213364207740654,-0.669985217411832,-0.2937316900416642,0.293073648997195,-0.669985217411832,-0.2937316900416642,0.293073648997195,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
184,184,gong etal,2012,Emissions.txt,0.03310853876949,0.0663484513274337,0.0071875724553674,0.6321113871978281,0.3249783345782392,-0.6734559448966247,0.6321113871978281,0.3249783345782392,-0.6734559448966247,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
