,Unnamed: 0,author,year,title,blob,vader,afinn,blob_zscore,vader_zscore,afinn_zscore,blob_zscore_outliers,vader_zscore_outliers,afinn_zscore_outliers,co2,co2_per_capita,co2_growth_prct,co2_growth_abs,cumulative_co2,coal_co2,cumulative_coal_co2,coal_co2_per_capita,gdp
373,373,ong,2016,Review.txt,0.0251760692315203,0.0669516917293233,0.0282125955587914,0.07848971551423,0.3428905012124889,0.7627957261956052,0.07848971551423,0.3428905012124889,0.7627957261956052,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
374,374,ONG,2016,Reviewofsolar.txt,0.034292384978938,0.0833689393939393,0.0099573257467994,0.7147341964445182,0.8303719015351316,-0.4842498368336805,0.7147341964445182,0.8303719015351316,-0.4842498368336805,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
375,375,onyelowe,2019,Experimental.txt,0.0007650683364785,0.0012473494595985,0.0032777402872842,-1.6251990359261987,-1.608084804225397,-0.9405425948126084,-1.6251990359261987,-1.608084804225397,-0.9405425948126084,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
376,376,onyelowe,2019,Recycling.txt,0.0134885329498639,0.0148591726618704,0.0223364093959731,-0.737204986260753,-1.2039055671728165,0.361384410047165,-0.737204986260753,-1.2039055671728165,0.361384410047165,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
377,377,onyelowe,2019,Strength.txt,0.0127490716597859,0.0586660231660231,0.0365826944140197,-0.7888133528102519,0.0968620927751632,1.3345700547608426,-0.7888133528102519,0.0968620927751632,1.3345700547608426,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
378,378,opubo,2013,Ahigh.txt,0.0334535646645021,0.0771923828124999,0.0147160266727983,0.6561913804277303,0.6469698774564188,-0.1591756562454529,0.6561913804277303,0.6469698774564188,-0.1591756562454529,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
379,379,oralli,2011,study.txt,0.0304734930942073,0.0263631428571428,0.0150020550760378,0.4482066921051033,-0.8623153314265316,-0.1396366160212532,0.4482066921051033,-0.8623153314265316,-0.1396366160212532,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
380,380,orhan etal,2011,Exergy analysis of heat exchangers.txt,0.0092605608104163,0.0405236994219653,0.0070380052282324,-1.0322829556709894,-0.441842418756423,-0.6836731122622266,-1.0322829556709894,-0.441842418756423,-0.6836731122622266,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
381,381,ouelhazi,2020,Parametric.txt,0.0134187908687908,0.0154351351351351,0.0029682862052804,-0.74207241466064,-1.1868033708280856,-0.961681879189042,-0.74207241466064,-1.1868033708280856,-0.961681879189042,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
382,382,oyieke,2018,Interfacial.txt,0.0114553837198764,0.0616864734299516,0.0318820706205005,-0.8791022189069133,0.1865490704186966,1.0134632124326457,-0.8791022189069133,0.1865490704186966,1.0134632124326457,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
383,383,oyieke,2019,Multilayered.txt,0.0160487620373983,0.0520276822276822,0.0329250625576188,-0.558521878743067,-0.1002518085650864,1.0847115960968703,-0.558521878743067,-0.1002518085650864,1.0847115960968703,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
384,384,oyieke,2020,Experimental.txt,0.0133831144060544,0.0459322097378277,0.0277378815080789,-0.7445623407606173,-0.2812461826334445,0.7303672791364609,-0.7445623407606173,-0.2812461826334445,0.7303672791364609,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
385,385,paine,2018,Evaluating.txt,0.0303211166726791,0.0535158333333333,0.0108695652173913,0.4375720607576003,-0.0560637692728464,-0.4219333552950465,0.4375720607576003,-0.0560637692728464,-0.4219333552950465,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
386,386,pandey etal,2011,Experimental.txt,-0.007880051060051,0.0263344615384615,0.0166980877996229,-2.228557854929744,-0.8631669729245167,-0.0237780116576001,-2.228557854929744,-0.8631669729245167,-0.0237780116576001,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
387,387,papadak,2013,Aparametric.txt,0.0299519781633602,0.0950136856368564,0.0291706387035271,0.4118092037262933,1.176142235324624,0.8282411271750273,0.4118092037262933,1.176142235324624,0.8282411271750273,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
388,388,patodi,2012,Performance.txt,0.0149551066217732,0.0487749999999999,0.0005810575246949,-0.634850106232127,-0.19683450741616,-1.1247571426455585,-0.634850106232127,-0.19683450741616,-1.1247571426455585,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
389,389,petra etal,2010,advanced zero emission plant.txt,0.006390136927685,0.0187228498074454,0.0040291634689178,-1.2326151297551935,-1.0891804449235554,-0.8892117213572099,-1.2326151297551935,-1.0891804449235554,-0.8892117213572099,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
390,390,petra,2010,advancedzero.txt,0.006390136927685,0.0187228498074454,0.0040291634689178,-1.2326151297551935,-1.0891804449235554,-0.8892117213572099,-1.2326151297551935,-1.0891804449235554,-0.8892117213572099,33343.3,4.793,5.49,1736.258,1341233.677,13970.832,641725.345,2.008,89800000000000.0
391,391,pike and slater,2011,examination of their.txt,0.0258049018099779,0.0461111675126903,0.0396869759642258,0.1223771003479702,-0.2759323451089814,1.5466283027871306,0.1223771003479702,-0.2759323451089814,1.5466283027871306,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
392,392,pillai,2013,Study.txt,0.0387717849044379,0.0559971742543171,0.0195906944201504,1.0273597745226135,0.0176153011505196,0.1738203963017461,1.0273597745226135,0.0176153011505196,0.1738203963017461,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
393,393,pilpola,2019,Energy.txt,0.0195632071452241,0.0738335358444716,0.0130885602583715,-0.3132422761777451,0.5472348026805803,-0.2703503905546043,-0.3132422761777451,0.5472348026805803,-0.2703503905546043,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
394,394,poese,2013,Performance.txt,0.0363308221056601,0.0122885529157667,-0.0082350322724237,0.857000481151443,-1.28023561585866,-1.7269977985214082,0.857000481151443,-1.28023561585866,-1.7269977985214082,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
395,395,Prabhakant etal,2009,Energy payback time.txt,0.0070017398835492,0.0937630350194552,0.0047021943573667,-1.189930232043149,1.1390063568424404,-0.8432359460405118,-1.189930232043149,1.1390063568424404,-0.8432359460405118,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
396,396,Prabhakant etal,2009,evaluation.txt,0.0055266961511912,0.0267493941142527,0.0066645509362107,-1.292876253204101,-0.850846277201437,-0.709184349436821,-1.292876253204101,-0.850846277201437,-0.709184349436821,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
397,397,qi,2020,EER.txt,0.0138978243978243,0.0173496503496503,0.0057514378594648,-0.7086397816241551,-1.1299551964704309,-0.7715605083557066,-0.7086397816241551,-1.1299551964704309,-0.7715605083557066,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
398,398,qingyang,2020,Energy.txt,0.0121854099244875,0.0490626213592233,0.0167874856924837,-0.8281523443646803,-0.1882940951728154,-0.0176711040750544,-0.8281523443646803,-0.1882940951728154,-0.0176711040750544,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
399,399,qiu,2012,Experimental.txt,0.0102373667998667,0.0219195804195803,0.0123456790123456,-0.9641098650336266,-0.9942591312482736,-0.3210977512485396,-0.9641098650336266,-0.9942591312482736,-0.3210977512485396,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
400,400,qiu,2018,Numerical.txt,0.0122638642274235,0.0109657627118644,0.0092352559948152,-0.822676873940965,-1.3195135529468112,-0.5335755323551984,-0.822676873940965,-1.3195135529468112,-0.5335755323551984,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
401,401,rabah etal,2013,Experimental study of the urban.txt,0.0066167563817794,0.0377825885978428,0.0143109824730664,-1.2167989403060886,-0.5232349012407288,-0.1868448486106433,-1.2167989403060886,-0.5232349012407288,-0.1868448486106433,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
402,402,rahbar,2016,miniature.txt,0.0369923561065581,0.0293469985358711,0.0075050709939148,0.9031701585387504,-0.7737149658632978,-0.6517671313188808,0.9031701585387504,-0.7737149658632978,-0.6517671313188808,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
403,403,raj,2020,Design.txt,0.0211267228142228,0.0375992307692307,0.0136736554238833,-0.2041216354704277,-0.5286793906507645,-0.2303816397437016,-0.2041216354704277,-0.5286793906507645,-0.2303816397437016,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
404,404,ramadan etal,2016,Analysis.txt,0.0321655764087946,0.056727496917386,0.0039504154747309,0.5663003057982571,0.0393009528354541,-0.8945911179785485,0.5663003057982571,0.0393009528354541,-0.8945911179785485,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
405,405,ramezanizadeh,2019,Modeling.txt,2.713119326537911e-05,0.0334099041533546,0.0108790252393385,-1.676701029456406,-0.6530741032625389,-0.4212871266434311,-1.676701029456406,-0.6530741032625389,-0.4212871266434311,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
406,406,ranjan,2013,Economic.txt,0.0196869431648029,0.0919562115621156,0.0137266355140186,-0.3046065112776987,1.0853559004984044,-0.2267624882870188,-0.3046065112776987,1.0853559004984044,-0.2267624882870188,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
407,407,ranjan,2016,Energy.txt,0.0280816876881691,0.1038011316872427,-0.0024058703235895,0.2812781837894374,1.4370700469415914,-1.3287987787677995,0.2812781837894374,1.4370700469415914,-1.3287987787677995,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
408,408,rao,2012,Thermodynamic.txt,0.0121671035285165,0.0364921497584541,0.0136494252873563,-0.8294299814853104,-0.5615522212511819,-0.2320368376432,-0.8294299814853104,-0.5615522212511819,-0.2320368376432,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
409,409,rao,2013,Analysis.txt,0.0239303696208661,0.0320051369863013,0.0246888390124464,-0.0084499566225357,-0.6947862026175562,0.5220824959026042,-0.0084499566225357,-0.6947862026175562,0.5220824959026042,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
410,410,ratlamwala,2012,Comparative.txt,0.0203289415016943,0.1312861423220972,0.0111453640028456,-0.2598002638932481,2.253189273859215,-0.403093115998022,-0.2598002638932481,2.253189273859215,-0.403093115998022,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
411,411,Rattanongphisat,2008,Thermal separation.txt,-0.0080411479801431,0.0051344497607655,0.0002287805994051,-2.2398011059472966,-1.4926641724168457,-1.1488217213214449,-2.2398011059472966,-1.4926641724168457,-1.1488217213214449,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
412,412,reay,2013,are the process industries.txt,0.0540386437616881,0.0948646934460887,0.0337354781054512,2.0928619969328706,1.171718173309095,1.1400723288355616,2.0928619969328706,1.171718173309095,1.1400723288355616,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
413,413,reay,2015,Thermal energy storage.txt,0.0413710492495443,0.0699942434210526,0.0241677336747759,1.208767224623412,0.4332337420247059,0.4864849886674056,1.208767224623412,0.4332337420247059,0.4864849886674056,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
414,414,Reddy etal,2016,Nanofluid and nanocomposite.txt,0.0241541797349978,0.0672911684782608,0.0240451757848078,0.0071701638118614,0.352970668383611,0.478112870672274,0.0071701638118614,0.352970668383611,0.478112870672274,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
415,415,Reddy,2009,low carbon buildings.txt,0.0319444009711364,0.0855489681050657,0.0341182123978856,0.5508640642916799,0.8951040338969994,1.166217497113812,0.5508640642916799,0.8951040338969994,1.166217497113812,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
416,416,redpath,2014,evacuated.txt,0.0258321271092168,0.1000427244582043,0.0166468489892984,0.1242772041686779,1.32547073039213,-0.0272782136117824,0.1242772041686779,1.32547073039213,-0.0272782136117824,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
417,417,reinoso,2012,Study.txt,0.0094482252932252,0.0277478666666666,0.0181854121367859,-1.0191855054770689,-0.8211983844499904,0.077823401772409,-1.0191855054770689,-0.8211983844499904,0.077823401772409,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
418,418,renato etal,2009,Energetic.txt,0.0387681861370241,0.0978215492957746,0.0557922499492797,1.027108609910876,1.259516826262582,2.646804343529033,1.027108609910876,1.259516826262582,,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
419,419,Renato etal,2013,life cy.txt,0.0233179986904683,0.0369649122807017,0.0143928643827285,-0.0511884526929645,-0.5475143666074916,-0.1812513694022737,-0.0511884526929645,-0.5475143666074916,-0.1812513694022737,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
420,420,Renato Lazzarin,2007,Technological innovations.txt,0.0363883258925631,0.0340585397653194,0.02212450185516,0.8610137764412676,-0.6338140054142706,0.3469086799558035,0.8610137764412676,-0.6338140054142706,0.3469086799558035,31493.742,4.696,2.98,910.212,1244213.89,12811.338,601452.662,1.91,
421,421,Renzato etal,2007,system based on water.txt,0.0202499275713561,0.0631511583011583,0.0321782178217821,-0.265314791744975,0.2300403210006142,1.0336934833169047,-0.265314791744975,0.2300403210006142,1.0336934833169047,31493.742,4.696,2.98,910.212,1244213.89,12811.338,601452.662,1.91,
422,422,rezaei,2018,Applying.txt,0.0085731850117096,0.0589575409836065,0.0153167788349965,-1.080256179763855,0.1055182035214753,-0.1181373519056642,-1.080256179763855,0.1055182035214753,-0.1181373519056642,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
423,423,ricci etal,2014,development.txt,0.0494589447349187,0.0915857142857142,0.0317008352315869,1.7732363596869,1.0743546331236586,1.0010827442206611,1.7732363596869,1.0743546331236586,1.0010827442206611,35534.443,4.871,0.71,251.418,1481493.672,15062.902,701562.049,2.065,
424,424,riffat and qiu,2011,A review.txt,0.0413800362249267,0.0293508515815085,0.0081683945962928,1.2093944422018457,-0.7736005564250542,-0.6064544756464515,1.2093944422018457,-0.7736005564250542,-0.6064544756464515,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
425,425,Riffat etal,2007,direct ground coupled absorber.txt,0.0153035173592727,0.0192011990407673,0.0157914065369078,-0.6105338786054485,-1.0749767026844934,-0.0857148034659548,-0.6105338786054485,-1.0749767026844934,-0.0857148034659548,31493.742,4.696,2.98,910.212,1244213.89,12811.338,601452.662,1.91,
426,426,Riffat etal,2013,experimental investigation.txt,0.025281572817017,0.0482555765595463,0.0070283947146471,0.0858530052302147,-0.212257876258826,-0.6843296212291379,0.0858530052302147,-0.212257876258826,-0.6843296212291379,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
427,427,Riffat etal,2013,thermodynamical cooling sys.txt,0.0387899511835681,0.0219529550827423,0.0088014496505306,1.028627632630635,-0.99326812911041,-0.5632095110597322,1.028627632630635,-0.99326812911041,-0.5632095110597322,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
428,428,riffat,2011,Areview.txt,0.0429046361887269,0.1108002797202799,0.024231431096228,1.3157990841065756,1.6448974826916298,0.4908362575128616,1.3157990841065756,1.6448974826916298,0.4908362575128616,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
429,429,riffat,2017,Overview.txt,0.0356048458694273,0.0610660600545951,0.0161258603736479,0.8063332613679987,0.1681269824307379,-0.0628677473862381,0.8063332613679987,0.1681269824307379,-0.0628677473862381,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
430,430,rodrigues,2013,Anovel.txt,0.0408843792052055,0.0691325463743676,0.0370047128643742,1.1748016251067033,0.4076471582347058,1.3633987842976356,1.1748016251067033,0.4076471582347058,1.3633987842976356,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
431,431,rodrigues,2016,Investigating.txt,0.0344907536545579,0.0464830434782608,0.0323601323169854,0.7285787119867109,-0.2648901399753309,1.0461203423242122,0.7285787119867109,-0.2648901399753309,1.0461203423242122,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
432,432,rogers,2011,Hydrogen.txt,0.0631430208166319,0.136736574074074,0.0533769063180827,2.7282732545077475,2.4150302935657795,2.481808504546877,,2.4150302935657795,,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
433,433,rogers,2012,Yawanalysis.txt,0.0440005638651471,0.0391316666666666,0.0012539184952978,1.3922858968651863,-0.4831763920697776,-1.0787929746783078,1.3922858968651863,-0.4831763920697776,-1.0787929746783078,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
434,434,Rojas,2013,Atrium building design.txt,0.029214203042328,0.05680625,0.0183663605606573,0.360318518022761,0.0416393876192052,0.0901842669609222,0.360318518022761,0.0416393876192052,0.0901842669609222,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
435,435,Rosemann and Kaase,2013,combined daylight.txt,0.0290107716128755,0.0247747524752475,0.0133502860775588,0.3461206635579729,-0.9094798003706304,-0.2524714972317989,0.3461206635579729,-0.9094798003706304,-0.2524714972317989,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
436,436,rossi,2012,Ethanol.txt,0.0342360532232625,0.0604160465116279,0.0310910118711136,0.7108026993745739,0.1488259693359965,0.9594247723724284,0.7108026993745739,0.1488259693359965,0.9594247723724284,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
437,437,saad,2019,Numerical.txt,0.0085209025470653,0.034985465116279,0.0103092783505154,-1.0839050693483092,-0.6062905814329034,-0.460207413063402,-1.0839050693483092,-0.6062905814329034,-0.460207413063402,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
438,438,sabitha,2011,global.txt,0.0213364882925951,0.0409178117048345,0.009871931696905,-0.1894817160554041,-0.430139945146821,-0.4900832357440585,-0.1894817160554041,-0.430139945146821,-0.4900832357440585,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
439,439,safira,2020,Thermal.txt,0.013875858507006,0.0535564663023679,0.0298329355608591,-0.7101728216360543,-0.0548572444613238,0.8734836443139186,-0.7101728216360543,-0.0548572444613238,0.8734836443139186,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
440,440,sahlot and riffat,2016,Desiccant cooling systems.txt,0.0283816101944744,0.0685990840965862,0.0303603603603603,0.3022103283783956,0.3918069307188201,0.9095128437080292,0.3022103283783956,0.3918069307188201,0.9095128437080292,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
441,441,sahu,2017,parametric.txt,0.016289226832705,0.0130426556991774,-0.0172117039586919,-0.5417393974084057,-1.2578438551717237,-2.340208050268972,-0.5417393974084057,-1.2578438551717237,-2.340208050268972,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
442,442,salman,2020,Thermal.txt,0.0172932532778016,0.0272809825673534,0.0255573681348559,-0.4716665409936116,-0.8350616896258104,0.5814130563170522,-0.4716665409936116,-0.8350616896258104,0.5814130563170522,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
443,443,sampedro etal,2016,Spanish.txt,0.0321013667402556,0.0518092592592592,0.0191396626871328,0.5618189946675117,-0.1067374958547369,0.1430097247949624,0.5618189946675117,-0.1067374958547369,0.1430097247949624,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
444,444,sandhu,2011,Investigations.txt,0.0219118951003399,0.0979982721382288,0.0328947368421052,-0.1493230142441946,1.2647643013856067,1.082639999819938,-0.1493230142441946,1.2647643013856067,1.082639999819938,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
445,445,Santamouris,2008,built environment.txt,0.0411586166173008,0.0962387368421053,0.0286532951289398,1.1939411596231202,1.2125179841225668,0.7929005917627788,1.1939411596231202,1.2125179841225668,0.7929005917627788,32069.444,4.724,1.83,575.702,1276283.334,13234.705,614687.367,1.949,
446,446,Santana,2020,wind glazing.txt,0.031161023705904,0.0677058510638297,0.0249661312173408,0.496190720881919,0.3652839410851154,0.5410247529789136,0.496190720881919,0.3652839410851154,0.5410247529789136,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
447,447,sawant,2011,Performance.txt,0.0158930997840493,0.0158329376854599,0.0158667972575905,-0.5693858343504145,-1.1749913211931022,-0.0805647473621948,-0.5693858343504145,-1.1749913211931022,-0.0805647473621948,34468.451,4.895,3.37,1125.151,1375702.128,14781.225,656506.57,2.099,
448,448,serran,2016,Rammed.txt,0.0184795341381129,0.043738301559792,0.0221565731166912,-0.3888738129751521,-0.346390441443234,0.3490995171663799,-0.3888738129751521,-0.346390441443234,0.3490995171663799,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
449,449,shakouri,2020,Thermodynamic.txt,0.0188447618774323,0.0773875946969697,0.003777594144729,-0.3633838957911849,0.6527663522824655,-0.9063968088828868,-0.3633838957911849,0.6527663522824655,-0.9063968088828868,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
450,450,shamsapour,2020,Developing.txt,0.0259003446829599,0.1330631067961164,0.0524183006535947,0.1290382343917479,2.305953120017513,2.416324676977851,0.1290382343917479,2.305953120017513,,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
451,451,shang etal,2016,Hybrid hydrogen.txt,0.0371134129597164,0.0457824902723735,0.0147196261682242,0.9116189394755624,-0.2856918397963365,-0.1589297691757843,0.9116189394755624,-0.2856918397963365,-0.1589297691757843,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
452,452,shang,2020,Ruralecotourism.txt,0.0541678577212144,0.0580871743486973,0.0395437262357414,2.1018800773598283,0.0796741915014778,1.5368426934725945,2.1018800773598283,0.0796741915014778,1.5368426934725945,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
453,453,Shanmugapriya etal,2018,solar linear fresnel.txt,-0.0079754838517725,0.003237972508591,-0.0246815286624203,-2.235218285383762,-1.5489767410919602,-2.8504832666490625,-2.235218285383762,-1.5489767410919602,,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
454,454,shao etal,2015,Wireless Energy.txt,0.0278572821866141,0.1015588726513571,0.0262764366588335,0.2656165101692336,1.3704900941365004,0.6305337333366452,0.2656165101692336,1.3704900941365004,0.6305337333366452,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
455,455,shao,2019,Geological.txt,0.0226548601372544,-0.0997553990610328,-0.0658064516129032,-0.0974701147442059,-4.60718442744624,-5.659790016069535,-0.0974701147442059,,,36702.503,4.758,0.15,56.363,1661716.918,14573.219,774385.946,1.889,
456,456,shatat,2015,retrofitting.txt,0.0261363580415999,0.0713081885856079,0.0198531865198531,0.1455100417557091,0.4722490411692216,0.1917516354253407,0.1455100417557091,0.4722490411692216,0.1917516354253407,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
457,457,shatat,2016,innovativepsychometric.txt,0.0367927286007643,0.061039835164835,0.0104889939429753,0.8892377869182103,0.1673482802849993,-0.4479307644850812,0.8892377869182103,0.1673482802849993,-0.4479307644850812,35452.459,4.75,-0.12,-43.947,1552442.538,14360.628,730640.879,1.924,107000000000000.0
458,458,shattat,2012,Water.txt,0.0391168815089574,0.0658396776669224,0.020792333361855,1.0514447026993858,0.3098711922886188,0.2559062008967342,1.0514447026993858,0.3098711922886188,0.2559062008967342,34974.075,4.908,1.47,505.624,1410676.204,14949.697,671456.267,2.098,
459,459,shen etal,2013,Simulating.txt,0.0266550143686623,0.057271768707483,0.0305873522236817,0.1817080229068638,0.055462149877297,0.9250190070742222,0.1817080229068638,0.055462149877297,0.9250190070742222,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
460,460,Shilliday etal,2009,Comparative energy.txt,0.0071023553839236,-0.0231576374745417,-0.0274881516587677,-1.1829080907984937,-2.3327481246887904,-3.0422080009716312,-1.1829080907984937,-2.3327481246887904,,31607.042,4.599,-1.44,-462.402,1307890.377,13067.147,627754.514,1.901,
461,461,shuai,2018,Whatdo.txt,0.015091673917779,0.0375236864053378,0.0258054175348613,-0.6253188228972095,-0.530922548154954,0.5983576924070475,-0.6253188228972095,-0.530922548154954,0.5983576924070475,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
462,462,shusheng,2020,lattice.txt,-0.0054551205879764,0.0463430683918669,0.0370116518163125,-2.0593174871930064,-0.2690464548777776,1.363872794778766,-2.0593174871930064,-0.2690464548777776,1.363872794778766,34807.259,4.465,-5.16,-1895.244,1696524.177,13976.098,788362.044,1.793,
463,463,sicre,2015,High.txt,0.0342055209836459,0.0691941666666666,0.0131057604388905,0.7086717980889361,0.4094768648330278,-0.2691754197642281,0.7086717980889361,0.4094768648330278,-0.2691754197642281,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
464,464,sicre,2015,Highefficiency.txt,0.0342055209836459,0.0691941666666666,0.0131057604388905,0.7086717980889361,0.4094768648330278,-0.2691754197642281,0.7086717980889361,0.4094768648330278,-0.2691754197642281,35496.406,4.81,-0.11,-38.037,1516990.078,14718.203,716280.251,1.994,
465,465,soares etal,2018,Evaluation of the performance.txt,0.0174841560857542,0.0802485540334855,0.021152030217186,-0.458343082118421,0.7377175263234601,0.2804776464078499,-0.458343082118421,0.7377175263234601,0.2804776464078499,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
466,466,soares etal,2018,Evaluation.txt,0.0174841560857542,0.0802485540334855,0.021152030217186,-0.458343082118421,0.7377175263234601,0.2804776464078499,-0.458343082118421,0.7377175263234601,0.2804776464078499,36646.14,4.802,2.01,720.402,1625014.415,14718.145,759812.726,1.929,114000000000000.0
467,467,Someren etal,2017,lighting performance.txt,0.0277762531423097,0.04381846921797,0.0120147874306839,0.259961343799163,-0.3440100033169679,-0.3437014642040161,0.259961343799163,-0.3440100033169679,-0.3437014642040161,35925.738,4.76,1.33,473.278,1588368.275,14453.702,745094.581,1.915,110000000000000.0
468,468,song,2013,Control.txt,0.0338530410750472,0.0971842923794711,0.0355484101464808,0.6840715755101759,1.2405945988423026,1.2639165054006456,0.6840715755101759,1.2405945988423026,1.2639165054006456,35283.025,4.893,0.88,308.95,1445959.229,15042.88,686499.147,2.086,
